7.015438556671143	43
8.018789529800415	48
9.022169351577759	56
10.02584719657898	62
11.028963088989258	45
12.031869173049927	50
13.035649299621582	54
14.039299249649048	57
15.042657852172852	63
16.045819759368896	67
17.049301147460938	72
18.052348613739014	40
19.05533266067505	46
20.059313774108887	56
21.062543869018555	63
22.066071033477783	69
23.068904638290405	50
24.072041511535645	55
25.0759060382843	59
26.079275846481323	64
27.082189321517944	68
28.085423231124878	72
29.089394569396973	41
30.092655658721924	47
31.095537185668945	53
32.099379777908325	60
33.10268211364746	65
34.10594820976257	49
35.10854363441467	53
36.11270618438721	57
37.11523485183716	63
38.119041442871094	68
39.12268257141113	33
40.125688552856445	39
41.128873109817505	47
42.13197088241577	53
43.13603091239929	60
44.13940739631653	65
45.14200258255005	49
46.145538091659546	53
47.149428367614746	57
48.15237379074097	61
49.15582871437073	64
50.15984749794006	70
51.16226887702942	36
52.165964126586914	45
53.169593334198	52
54.172205686569214	57
55.17604446411133	63
56.17937779426575	47
57.182202100753784	51
58.185322284698486	56
59.1892364025116	59
60.19250464439392	64
61.19576120376587	68
62.19852566719055	72
63.20172166824341	40
64.20548558235168	46
65.20940828323364	52
66.2122733592987	59
67.21552634239197	65
68.21873736381531	48
69.22237253189087	53
70.22589135169983	58
71.22869539260864	66
72.23211884498596	71
73.23553037643433	37
74.23880171775818	43
75.24204301834106	49
76.24594569206238	60
77.24935555458069	65
78.25175929069519	49
79.25548243522644	53
80.25910663604736	57
81.26243138313293	62
82.2658839225769	66
83.26894068717957	70
84.2717957496643	36
85.27509641647339	41
86.27855849266052	49
87.28226518630981	57
88.28541541099548	63
89.28871822357178	46
90.29258728027344	50
91.29548811912537	54
92.29880428314209	58
93.30233478546143	63
94.30593681335449	67
95.30944061279297	71
96.31244373321533	39
97.31597590446472	43
98.31896781921387	52
99.32219791412354	58
100.32567048072815	63
101.3289246559143	71
102.33215761184692	52
103.33565902709961	56
104.33894920349121	61
105.34280586242676	65
106.34550476074219	68
107.34913682937622	36
108.35204410552979	41
109.35543251037598	47
110.35875225067139	54
111.36189866065979	59
112.36526870727539	67
113.36895036697388	49
114.37278819084167	53
115.37598943710327	57
116.37873268127441	62
117.38215208053589	66
118.38535475730896	70
119.3889148235321	36
120.3921411037445	42
121.39549255371094	49
122.39909362792969	56
123.40204548835754	62
124.40534329414368	45
125.40903544425964	50
126.4121778011322	54
127.41549491882324	57
128.41875338554382	63
129.42207884788513	67
130.4256947040558	71
131.4287567138672	38
132.4327301979065	42
133.43574786186218	52
134.43858432769775	61
135.44192481040955	54
136.445166349411	67
137.44936227798462	71
138.45213341712952	38
139.45590782165527	47
140.4586319923401	56
141.4622769355774	65
142.4655921459198	61
143.46894812583923	37
144.4721758365631	57
145.4758071899414	53
146.47890162467957	35
147.48256492614746	35
148.48541045188904	35
149.48906898498535	35
150.49228072166443	35
151.49560546875	35
152.4987940788269	35
153.5020694732666	35
154.50538849830627	42
155.5085961818695	59
156.51212739944458	47
157.5152199268341	38
158.51863145828247	35
159.52201199531555	35
160.52529954910278	36
161.52867555618286	48
162.5320062637329	53
